coname,gvkey,fyear,cusip,exchange,ticker,datadate,fyr,cik,date,formtype,datefiled,filepath
CALERES INC,2436,2019,12950010,NYS,CAL,31-Jan-20,1,14707,31-Jan-19,DEF 14A,4/18/19,https://www.sec.gov/Archives/edgar/data/14707/0001193125-19-110490.txt
BRUNSWICK CORP,2444,2017,11704310,NYS,BC,31-Dec-17,12,14930,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/14930/0001140361-18-014565.txt
BRUNSWICK CORP,2444,2018,11704310,NYS,BC,31-Dec-18,12,14930,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/14930/0001308179-19-000046.txt
BRUNSWICK CORP,2444,2019,11704310,NYS,BC,31-Dec-19,12,14930,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/14930/0001308179-20-000061.txt
MASTEC INC,2497,2017,57632310,NYS,MTZ,31-Dec-17,12,15615,31-Dec-17,DEF 14A,3/28/18,https://www.sec.gov/Archives/edgar/data/15615/0001193125-18-099479.txt
MASTEC INC,2497,2018,57632310,NYS,MTZ,31-Dec-18,12,15615,31-Dec-18,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/15615/0001193125-19-095646.txt
MASTEC INC,2497,2019,57632310,NYS,MTZ,31-Dec-19,12,15615,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/15615/0001140361-20-007811.txt
CABOT CORP,2593,2017,12705510,NYS,CBT,30-Sep-17,9,16040,30-Sep-17,DEF 14A,1/26/18,https://www.sec.gov/Archives/edgar/data/16040/0001193125-18-021141.txt
CABOT CORP,2593,2018,12705510,NYS,CBT,30-Sep-18,9,16040,30-Sep-18,DEF 14A,1/25/19,https://www.sec.gov/Archives/edgar/data/16040/0001193125-19-017057.txt
CABOT CORP,2593,2019,12705510,NYS,CBT,30-Sep-19,9,16040,30-Sep-19,DEF 14A,1/24/20,https://www.sec.gov/Archives/edgar/data/16040/0001193125-20-014365.txt
CACI INTL INC  -CL A,2596,2017,12719030,NYS,CACI,30-Jun-17,6,16058,30-Jun-17,DEF 14A,10/05/17,https://www.sec.gov/Archives/edgar/data/16058/0001564590-17-019286.txt
CACI INTL INC  -CL A,2596,2018,12719030,NYS,CACI,30-Jun-18,6,16058,30-Jun-18,DEF 14A,10/04/18,https://www.sec.gov/Archives/edgar/data/16058/0001564590-18-023978.txt
CACI INTL INC  -CL A,2596,2019,12719030,NYS,CACI,30-Jun-19,6,16058,30-Jun-19,DEF 14A,10/03/19,https://www.sec.gov/Archives/edgar/data/16058/0001564590-19-036398.txt
CACI INTL INC  -CL A,2596,2020,12719030,NYS,CACI,30-Jun-20,6,16058,30-Jun-20,DEF 14A,10/01/20,https://www.sec.gov/Archives/edgar/data/16058/0001564590-20-045554.txt
LUBYS INC,6831,2017,54928210,NYS,LUB,31-Aug-17,8,16099,31-Aug-17,DEF 14A,12/15/17,https://www.sec.gov/Archives/edgar/data/16099/0000016099-17-000119.txt
LUBYS INC,6831,2019,54928210,NYS,LUB,31-Aug-19,8,16099,31-Aug-19,DEF 14A,12/30/19,https://www.sec.gov/Archives/edgar/data/16099/0000016099-19-000093.txt
LUBYS INC,6831,2020,54928210,NYS,LUB,31-Aug-20,8,16099,31-Aug-20,DEF 14A,10/06/20,https://www.sec.gov/Archives/edgar/data/16099/0001213900-20-030326.txt
CAL-MAINE FOODS INC,64275,2017,12803020,NAS,CALM,31-May-18,5,16160,31-May-17,DEF 14A,09/01/17,https://www.sec.gov/Archives/edgar/data/16160/0000016160-17-000019.txt
CAL-MAINE FOODS INC,64275,2018,12803020,NAS,CALM,31-May-19,5,16160,31-May-18,DEF 14A,6/25/18,https://www.sec.gov/Archives/edgar/data/16160/0000016160-18-000056.txt
CAL-MAINE FOODS INC,64275,2019,12803020,NAS,CALM,31-May-20,5,16160,31-May-19,DEF 14A,8/30/19,https://www.sec.gov/Archives/edgar/data/16160/0000016160-19-000059.txt
CAMPBELL SOUP CO,2663,2017,13442910,NYS,CPB,31-Jul-17,7,16732,31-Jul-17,DEF 14A,10/06/17,https://www.sec.gov/Archives/edgar/data/16732/0001206774-17-002906.txt
CAMPBELL SOUP CO,2663,2019,13442910,NYS,CPB,31-Jul-19,7,16732,31-Jul-19,DEF 14A,10/04/19,https://www.sec.gov/Archives/edgar/data/16732/0001206774-19-003416.txt
CAMPBELL SOUP CO,2663,2020,13442910,NYS,CPB,31-Jul-20,7,16732,31-Jul-20,DEF 14A,10/02/20,https://www.sec.gov/Archives/edgar/data/16732/0001206774-20-002817.txt
CONSTELLATION BRANDS,2710,2017,21036P10,NYS,STZ,28-Feb-18,2,16918,28-Feb-17,DEF 14A,06/02/17,https://www.sec.gov/Archives/edgar/data/16918/0001193125-17-191982.txt
CONSTELLATION BRANDS,2710,2018,21036P10,NYS,STZ,28-Feb-19,2,16918,28-Feb-18,DEF 14A,06/01/18,https://www.sec.gov/Archives/edgar/data/16918/0001193125-18-181098.txt
CONSTELLATION BRANDS,2710,2019,21036P10,NYS,STZ,29-Feb-20,2,16918,28-Feb-19,DEF 14A,5/31/19,https://www.sec.gov/Archives/edgar/data/16918/0001193125-19-162101.txt
CARPENTER TECHNOLOGY CORP,2787,2017,14428510,NYS,CRS,30-Jun-17,6,17843,30-Jun-17,DEF 14A,9/19/17,https://www.sec.gov/Archives/edgar/data/17843/0001104659-17-057868.txt
CARPENTER TECHNOLOGY CORP,2787,2018,14428510,NYS,CRS,30-Jun-18,6,17843,30-Jun-18,DEF 14A,9/17/18,https://www.sec.gov/Archives/edgar/data/17843/0001193125-18-275125.txt
CARPENTER TECHNOLOGY CORP,2787,2019,14428510,NYS,CRS,30-Jun-19,6,17843,30-Jun-19,DEF 14A,9/17/19,https://www.sec.gov/Archives/edgar/data/17843/0001193125-19-246588.txt
CARPENTER TECHNOLOGY CORP,2787,2020,14428510,NYS,CRS,30-Jun-20,6,17843,30-Jun-20,DEF 14A,9/17/20,https://www.sec.gov/Archives/edgar/data/17843/0001193125-20-247912.txt
CASTLE (A M) & CO,2811,2017,14841140,OTH,CTAMD,31-Dec-17,12,18172,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/18172/0001140361-18-014655.txt
CASTLE (A M) & CO,2811,2018,14841140,OTH,CTAMD,31-Dec-18,12,18172,31-Dec-18,DEF 14A,3/19/19,https://www.sec.gov/Archives/edgar/data/18172/0001140361-19-005223.txt
CASTLE (A M) & CO,2811,2019,14841140,OTH,CTAMD,31-Dec-19,12,18172,31-Dec-19,DEF 14A,5/29/20,https://www.sec.gov/Archives/edgar/data/18172/0001140361-20-012715.txt
CATERPILLAR INC,2817,2017,14912310,NYS,CAT,31-Dec-17,12,18230,31-Dec-17,DEF 14A,4/25/18,https://www.sec.gov/Archives/edgar/data/18230/0001206774-18-001375.txt
CATERPILLAR INC,2817,2018,14912310,NYS,CAT,31-Dec-18,12,18230,31-Dec-18,DEF 14A,4/26/19,https://www.sec.gov/Archives/edgar/data/18230/0001308179-19-000185.txt
CATERPILLAR INC,2817,2019,14912310,NYS,CAT,31-Dec-19,12,18230,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/18230/0001308179-20-000236.txt
CATO CORP  -CL A,2818,2017,14920510,NYS,CATO,31-Jan-18,1,18255,31-Jan-17,DEF 14A,04/10/17,https://www.sec.gov/Archives/edgar/data/18255/0001206774-17-001129.txt
CATO CORP  -CL A,2818,2018,14920510,NYS,CATO,31-Jan-19,1,18255,31-Jan-18,DEF 14A,4/16/18,https://www.sec.gov/Archives/edgar/data/18255/0001206774-18-001190.txt
CATO CORP  -CL A,2818,2019,14920510,NYS,CATO,31-Jan-20,1,18255,31-Jan-19,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/18255/0001206774-19-001308.txt
SYNOVUS FINANCIAL CORP,13041,2017,87161C50,NYS,SNV,31-Dec-17,12,18349,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/18349/0001193125-18-084941.txt
SYNOVUS FINANCIAL CORP,13041,2018,87161C50,NYS,SNV,31-Dec-18,12,18349,31-Dec-18,DEF 14A,03/12/19,https://www.sec.gov/Archives/edgar/data/18349/0001140361-19-004750.txt
SYNOVUS FINANCIAL CORP,13041,2019,87161C50,NYS,SNV,31-Dec-19,12,18349,31-Dec-19,DEF 14A,03/11/20,https://www.sec.gov/Archives/edgar/data/18349/0001140361-20-005479.txt
GENESCO INC,5109,2017,37153210,NYS,GCO,31-Jan-18,1,18498,31-Jan-17,DEF 14A,05/12/17,https://www.sec.gov/Archives/edgar/data/18498/0001193125-17-167690.txt
GENESCO INC,5109,2018,37153210,NYS,GCO,31-Jan-19,1,18498,31-Jan-18,DEF 14A,5/16/18,https://www.sec.gov/Archives/edgar/data/18498/0001193125-18-165226.txt
GENESCO INC,5109,2019,37153210,NYS,GCO,31-Jan-20,1,18498,31-Jan-19,DEF 14A,5/16/19,https://www.sec.gov/Archives/edgar/data/18498/0001193125-19-149388.txt
LUMEN TECHNOLOGIES INC,2884,2017,55024110,NYS,LUMN,31-Dec-17,12,18926,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/18926/0001193125-18-115665.txt
LUMEN TECHNOLOGIES INC,2884,2018,55024110,NYS,LUMN,31-Dec-18,12,18926,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/18926/0001193125-19-102834.txt
LUMEN TECHNOLOGIES INC,2884,2019,55024110,NYS,LUMN,31-Dec-19,12,18926,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/18926/0001193125-20-101324.txt
MAGELLAN HEALTH INC,2940,2017,55907920,NAS,MGLN,31-Dec-17,12,19411,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/19411/0001047469-18-002650.txt
MAGELLAN HEALTH INC,2940,2018,55907920,NAS,MGLN,31-Dec-18,12,19411,31-Dec-18,DEF 14A,4/29/19,https://www.sec.gov/Archives/edgar/data/19411/0001047469-19-002672.txt
MAGELLAN HEALTH INC,2940,2019,55907920,NAS,MGLN,31-Dec-19,12,19411,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/19411/0001104659-20-053327.txt
CANTEL MEDICAL CORP,2942,2017,13809810,NYS,CMD,31-Jul-17,7,19446,31-Jul-17,DEF 14A,11/28/17,https://www.sec.gov/Archives/edgar/data/19446/0000019446-17-000066.txt
CANTEL MEDICAL CORP,2942,2018,13809810,NYS,CMD,31-Jul-18,7,19446,31-Jul-18,DEF 14A,11/15/18,https://www.sec.gov/Archives/edgar/data/19446/0001140361-18-043152.txt
CANTEL MEDICAL CORP,2942,2019,13809810,NYS,CMD,31-Jul-19,7,19446,31-Jul-19,DEF 14A,11/15/19,https://www.sec.gov/Archives/edgar/data/19446/0001140361-19-020697.txt
CANTEL MEDICAL CORP,2942,2020,13809810,NYS,CMD,31-Jul-20,7,19446,31-Jul-20,DEF 14A,11/18/20,https://www.sec.gov/Archives/edgar/data/19446/0001140361-20-025935.txt
CHEMED CORP,2960,2017,16359R10,NYS,CHE,31-Dec-17,12,19584,31-Dec-17,DEF 14A,04/11/18,https://www.sec.gov/Archives/edgar/data/19584/0001157523-18-000697.txt
CHEMED CORP,2960,2018,16359R10,NYS,CHE,31-Dec-18,12,19584,31-Dec-18,DEF 14A,04/09/19,https://www.sec.gov/Archives/edgar/data/19584/0001157523-19-000780.txt
CHEMED CORP,2960,2019,16359R10,NYS,CHE,31-Dec-19,12,19584,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/19584/0001157523-20-000492.txt
TCF FINANCIAL CORP,15363,2017,87230710,NAS,TCF,31-Dec-17,12,19612,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/19612/0000019612-18-000054.txt
TCF FINANCIAL CORP,15363,2018,87230710,NAS,TCF,31-Dec-18,12,19612,31-Dec-18,DEF 14A,3/28/19,https://www.sec.gov/Archives/edgar/data/19612/0000019612-19-000089.txt
TCF FINANCIAL CORP,15363,2019,87230710,NAS,TCF,31-Dec-19,12,19612,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/19612/0001308179-20-000081.txt
JPMORGAN CHASE & CO,2968,2017,46625H10,NYS,JPM,31-Dec-17,12,19617,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/19617/0000019617-18-000077.txt
JPMORGAN CHASE & CO,2968,2018,46625H10,NYS,JPM,31-Dec-18,12,19617,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/19617/0001193125-19-098338.txt
JPMORGAN CHASE & CO,2968,2019,46625H10,NYS,JPM,31-Dec-19,12,19617,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/19617/0001193125-20-098865.txt
CHESAPEAKE UTILITIES CORP,2986,2017,16530310,NYS,CPK,31-Dec-17,12,19745,31-Dec-17,DEF 14A,04/04/18,https://www.sec.gov/Archives/edgar/data/19745/0001628280-18-003992.txt
CHESAPEAKE UTILITIES CORP,2986,2018,16530310,NYS,CPK,31-Dec-18,12,19745,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/19745/0001628280-19-003688.txt
CHESAPEAKE UTILITIES CORP,2986,2019,16530310,NYS,CPK,31-Dec-19,12,19745,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/19745/0001628280-20-004767.txt
CHURCHILL DOWNS INC,3028,2017,17148410,NAS,CHDN,31-Dec-17,12,20212,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/20212/0001193125-18-084060.txt
CHURCHILL DOWNS INC,3028,2018,17148410,NAS,CHDN,31-Dec-18,12,20212,31-Dec-18,DEF 14A,3/13/19,https://www.sec.gov/Archives/edgar/data/20212/0001193125-19-073329.txt
CHURCHILL DOWNS INC,3028,2019,17148410,NAS,CHDN,31-Dec-19,12,20212,31-Dec-19,DEF 14A,03/10/20,https://www.sec.gov/Archives/edgar/data/20212/0001193125-20-068782.txt
CINCINNATI FINANCIAL CORP,14824,2017,17206210,NAS,CINF,31-Dec-17,12,20286,31-Dec-17,DEF 14A,3/21/18,https://www.sec.gov/Archives/edgar/data/20286/0000020286-18-000021.txt
CINCINNATI FINANCIAL CORP,14824,2018,17206210,NAS,CINF,31-Dec-18,12,20286,31-Dec-18,DEF 14A,3/13/19,https://www.sec.gov/Archives/edgar/data/20286/0000020286-19-000020.txt
CINCINNATI FINANCIAL CORP,14824,2019,17206210,NAS,CINF,31-Dec-19,12,20286,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/20286/0000020286-20-000022.txt
FRONTIER COMMUNICATIONS CORP,135484,2017,35906A30,OTH,FTRCQ,31-Dec-17,12,20520,31-Dec-17,DEF 14A,3/27/18,https://www.sec.gov/Archives/edgar/data/20520/0001193125-18-096628.txt
FRONTIER COMMUNICATIONS CORP,135484,2018,35906A30,OTH,FTRCQ,31-Dec-18,12,20520,31-Dec-18,DEF 14A,3/27/19,https://www.sec.gov/Archives/edgar/data/20520/0001140361-19-005683.txt
CLOROX CO/DE,3121,2017,18905410,NYS,CLX,30-Jun-17,6,21076,30-Jun-17,DEF 14A,9/22/17,https://www.sec.gov/Archives/edgar/data/21076/0001206774-17-002809.txt
CLOROX CO/DE,3121,2018,18905410,NYS,CLX,30-Jun-18,6,21076,30-Jun-18,DEF 14A,10/01/18,https://www.sec.gov/Archives/edgar/data/21076/0001206774-18-002874.txt
CLOROX CO/DE,3121,2019,18905410,NYS,CLX,30-Jun-19,6,21076,30-Jun-19,DEF 14A,10/02/19,https://www.sec.gov/Archives/edgar/data/21076/0001206774-19-003343.txt
CLOROX CO/DE,3121,2020,18905410,NYS,CLX,30-Jun-20,6,21076,30-Jun-20,DEF 14A,10/06/20,https://www.sec.gov/Archives/edgar/data/21076/0001206774-20-002845.txt
CNA FINANCIAL CORP,2558,2017,12611710,NYS,CNA,31-Dec-17,12,21175,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/21175/0001047469-18-001741.txt
CNA FINANCIAL CORP,2558,2018,12611710,NYS,CNA,31-Dec-18,12,21175,31-Dec-18,DEF 14A,3/15/19,https://www.sec.gov/Archives/edgar/data/21175/0001047469-19-001295.txt
CNA FINANCIAL CORP,2558,2019,12611710,NYS,CNA,31-Dec-19,12,21175,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/21175/0001047469-20-001634.txt
COCA-COLA CO,3144,2017,19121610,NYS,KO,31-Dec-17,12,21344,31-Dec-17,DEF 14A,03/08/18,https://www.sec.gov/Archives/edgar/data/21344/0001308179-18-000022.txt
COCA-COLA CO,3144,2018,19121610,NYS,KO,31-Dec-18,12,21344,31-Dec-18,DEF 14A,03/07/19,https://www.sec.gov/Archives/edgar/data/21344/0001206774-19-000735.txt
COCA-COLA CO,3144,2019,19121610,NYS,KO,31-Dec-19,12,21344,31-Dec-19,DEF 14A,03/05/20,https://www.sec.gov/Archives/edgar/data/21344/0001206774-20-000704.txt
COHERENT INC,3157,2017,19247910,NAS,COHR,30-Sep-17,9,21510,30-Sep-17,DEF 14A,1/29/18,https://www.sec.gov/Archives/edgar/data/21510/0001047469-18-000481.txt
COHERENT INC,3157,2018,19247910,NAS,COHR,30-Sep-18,9,21510,30-Sep-18,DEF 14A,1/14/19,https://www.sec.gov/Archives/edgar/data/21510/0001047469-19-000120.txt
COHERENT INC,3157,2019,19247910,NAS,COHR,30-Sep-19,9,21510,30-Sep-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/21510/0001047469-20-002119.txt
COHU INC,3158,2017,19257610,NAS,COHU,31-Dec-17,12,21535,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/21535/0001437749-18-006230.txt
COHU INC,3158,2018,19257610,NAS,COHU,31-Dec-18,12,21535,31-Dec-18,DEF 14A,3/28/19,https://www.sec.gov/Archives/edgar/data/21535/0001437749-19-005899.txt
COHU INC,3158,2019,19257610,NAS,COHU,31-Dec-19,12,21535,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/21535/0001437749-20-006051.txt
COLGATE-PALMOLIVE CO,3170,2017,19416210,NYS,CL,31-Dec-17,12,21665,31-Dec-17,DEF 14A,3/28/18,https://www.sec.gov/Archives/edgar/data/21665/0000930413-18-001137.txt
COLGATE-PALMOLIVE CO,3170,2018,19416210,NYS,CL,31-Dec-18,12,21665,31-Dec-18,DEF 14A,3/27/19,https://www.sec.gov/Archives/edgar/data/21665/0001206774-19-001074.txt
COLGATE-PALMOLIVE CO,3170,2019,19416210,NYS,CL,31-Dec-19,12,21665,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/21665/0001206774-20-000903.txt
COMMERCE BANCSHARES INC,3238,2017,20052510,NAS,CBSH,31-Dec-17,12,22356,31-Dec-17,DEF 14A,03/09/18,https://www.sec.gov/Archives/edgar/data/22356/0000022356-18-000019.txt
COMMERCE BANCSHARES INC,3238,2018,20052510,NAS,CBSH,31-Dec-18,12,22356,31-Dec-18,DEF 14A,03/08/19,https://www.sec.gov/Archives/edgar/data/22356/0000022356-19-000016.txt
COMMERCE BANCSHARES INC,3238,2019,20052510,NAS,CBSH,31-Dec-19,12,22356,31-Dec-19,DEF 14A,03/06/20,https://www.sec.gov/Archives/edgar/data/22356/0000022356-20-000013.txt
COMMERCIAL METALS,3246,2017,20172310,NYS,CMC,31-Aug-17,8,22444,31-Aug-17,DEF 14A,11/27/17,https://www.sec.gov/Archives/edgar/data/22444/0001193125-17-352464.txt
COMMERCIAL METALS,3246,2018,20172310,NYS,CMC,31-Aug-18,8,22444,31-Aug-18,DEF 14A,11/26/18,https://www.sec.gov/Archives/edgar/data/22444/0001193125-18-333950.txt
COMMERCIAL METALS,3246,2019,20172310,NYS,CMC,31-Aug-19,8,22444,31-Aug-19,DEF 14A,11/25/19,https://www.sec.gov/Archives/edgar/data/22444/0001193125-19-299406.txt
COMMERCIAL METALS,3246,2020,20172310,NYS,CMC,31-Aug-20,8,22444,31-Aug-20,DEF 14A,11/23/20,https://www.sec.gov/Archives/edgar/data/22444/0001193125-20-301138.txt
COMPUTER TASK GROUP INC,3342,2017,20547710,NAS,CTG,31-Dec-17,12,23111,31-Dec-17,DEF 14A,6/18/18,https://www.sec.gov/Archives/edgar/data/23111/0001193125-18-195311.txt
COMPUTER TASK GROUP INC,3342,2018,20547710,NAS,CTG,31-Dec-18,12,23111,31-Dec-18,DEF 14A,6/18/19,https://www.sec.gov/Archives/edgar/data/23111/0001193125-19-175512.txt
COMPUTER TASK GROUP INC,3342,2019,20547710,NAS,CTG,31-Dec-19,12,23111,31-Dec-19,DEF 14A,8/13/20,https://www.sec.gov/Archives/edgar/data/23111/0001193125-20-218909.txt
COMTECH TELECOMMUN,3358,2017,20582620,NAS,CMTL,31-Jul-17,7,23197,31-Jul-17,DEF 14A,11/16/17,https://www.sec.gov/Archives/edgar/data/23197/0000023197-17-000084.txt
COMTECH TELECOMMUN,3358,2018,20582620,NAS,CMTL,31-Jul-18,7,23197,31-Jul-18,DEF 14A,11/16/18,https://www.sec.gov/Archives/edgar/data/23197/0000023197-18-000089.txt
COMTECH TELECOMMUN,3358,2019,20582620,NAS,CMTL,31-Jul-19,7,23197,31-Jul-19,DEF 14A,11/15/19,https://www.sec.gov/Archives/edgar/data/23197/0000023197-19-000099.txt
COMTECH TELECOMMUN,3358,2020,20582620,NAS,CMTL,31-Jul-20,7,23197,31-Jul-20,DEF 14A,11/18/20,https://www.sec.gov/Archives/edgar/data/23197/0000023197-20-000141.txt
CONAGRA BRANDS INC,3362,2017,20588710,NYS,CAG,31-May-18,5,23217,31-May-17,DEF 14A,08/11/17,https://www.sec.gov/Archives/edgar/data/23217/0001193125-17-255205.txt
CONAGRA BRANDS INC,3362,2018,20588710,NYS,CAG,31-May-19,5,23217,31-May-18,DEF 14A,08/09/18,https://www.sec.gov/Archives/edgar/data/23217/0001193125-18-243100.txt
CONAGRA BRANDS INC,3362,2019,20588710,NYS,CAG,31-May-20,5,23217,31-May-19,DEF 14A,08/09/19,https://www.sec.gov/Archives/edgar/data/23217/0001193125-19-217763.txt
COOPER TIRE & RUBBER CO,3502,2017,21683110,NYS,CTB,31-Dec-17,12,24491,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/24491/0001140361-18-014604.txt
COOPER TIRE & RUBBER CO,3502,2018,21683110,NYS,CTB,31-Dec-18,12,24491,31-Dec-18,DEF 14A,3/21/19,https://www.sec.gov/Archives/edgar/data/24491/0001140361-19-005368.txt
COOPER TIRE & RUBBER CO,3502,2019,21683110,NYS,CTB,31-Dec-19,12,24491,31-Dec-19,DEF 14A,3/26/20,https://www.sec.gov/Archives/edgar/data/24491/0001140361-20-007004.txt
MOLSON COORS BEVERAGE CO,3505,2017,60871R20,NYS,TAP,31-Dec-17,12,24545,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/24545/0001308179-18-000141.txt
MOLSON COORS BEVERAGE CO,3505,2018,60871R20,NYS,TAP,31-Dec-18,12,24545,31-Dec-18,DEF 14A,04/04/19,https://www.sec.gov/Archives/edgar/data/24545/0001308179-19-000109.txt
MOLSON COORS BEVERAGE CO,3505,2019,60871R20,NYS,TAP,31-Dec-19,12,24545,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/24545/0001308179-20-000124.txt
CORNING INC,3532,2017,21935010,NYS,GLW,31-Dec-17,12,24741,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/24741/0001206774-18-000825.txt
CORNING INC,3532,2018,21935010,NYS,GLW,31-Dec-18,12,24741,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/24741/0001206774-19-000978.txt
CORNING INC,3532,2019,21935010,NYS,GLW,31-Dec-19,12,24741,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/24741/0001206774-20-000853.txt
COUSINS PROPERTIES INC,3562,2017,22279550,NYS,CUZ,31-Dec-17,12,25232,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/25232/0000025232-18-000011.txt
COUSINS PROPERTIES INC,3562,2018,22279550,NYS,CUZ,31-Dec-18,12,25232,31-Dec-18,DEF 14A,3/14/19,https://www.sec.gov/Archives/edgar/data/25232/0000025232-19-000014.txt
COUSINS PROPERTIES INC,3562,2019,22279550,NYS,CUZ,31-Dec-19,12,25232,31-Dec-19,DEF 14A,03/11/20,https://www.sec.gov/Archives/edgar/data/25232/0000025232-20-000019.txt
CRANE CO,3580,2017,22439910,NYS,CR,31-Dec-17,12,25445,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/25445/0001206774-18-000803.txt
CRANE CO,3580,2018,22439910,NYS,CR,31-Dec-18,12,25445,31-Dec-18,DEF 14A,3/15/19,https://www.sec.gov/Archives/edgar/data/25445/0001206774-19-000853.txt
CRANE CO,3580,2019,22439910,NYS,CR,31-Dec-19,12,25445,31-Dec-19,DEF 14A,3/13/20,https://www.sec.gov/Archives/edgar/data/25445/0001206774-20-000814.txt
CTS CORP,2577,2017,12650110,NYS,CTS,31-Dec-17,12,26058,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/26058/0000026058-18-000030.txt
CTS CORP,2577,2018,12650110,NYS,CTS,31-Dec-18,12,26058,31-Dec-18,DEF 14A,04/04/19,https://www.sec.gov/Archives/edgar/data/26058/0000026058-19-000026.txt
CTS CORP,2577,2019,12650110,NYS,CTS,31-Dec-19,12,26058,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/26058/0000026058-20-000022.txt
CUBIC CORP,3639,2017,22966910,NYS,CUB,30-Sep-17,9,26076,30-Sep-17,DEF 14A,1/19/18,https://www.sec.gov/Archives/edgar/data/26076/0001047469-18-000281.txt
CUBIC CORP,3639,2018,22966910,NYS,CUB,30-Sep-18,9,26076,30-Sep-18,DEF 14A,1/18/19,https://www.sec.gov/Archives/edgar/data/26076/0001047469-19-000163.txt
CUBIC CORP,3639,2019,22966910,NYS,CUB,30-Sep-19,9,26076,30-Sep-19,DEF 14A,1/17/20,https://www.sec.gov/Archives/edgar/data/26076/0001047469-20-000297.txt
CUMMINS INC,3650,2017,23102110,NYS,CMI,31-Dec-17,12,26172,31-Dec-17,DEF 14A,3/26/18,https://www.sec.gov/Archives/edgar/data/26172/0001047469-18-002110.txt
CUMMINS INC,3650,2018,23102110,NYS,CMI,31-Dec-18,12,26172,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/26172/0001047469-19-001798.txt
CUMMINS INC,3650,2019,23102110,NYS,CMI,31-Dec-19,12,26172,31-Dec-19,DEF 14A,3/30/20,https://www.sec.gov/Archives/edgar/data/26172/0001047469-20-001903.txt
CURTISS-WRIGHT CORP,3662,2017,23156110,NYS,CW,31-Dec-17,12,26324,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/26324/0000930413-18-001043.txt
CURTISS-WRIGHT CORP,3662,2018,23156110,NYS,CW,31-Dec-18,12,26324,31-Dec-18,DEF 14A,3/26/19,https://www.sec.gov/Archives/edgar/data/26324/0000930413-19-001024.txt
